o_zone_id,d_zone_id,path_id,link_ids,fftt_cost
10020,10011,1,382;214;210;206;202;198;194;160;124;118;84;78;44;38;365,26.935408
10020,10011,2,382;214;210;206;202;198;162;158;124;88;52;46;42;38;365,27.00425
10020,10011,3,382;217;250;246;242;238;204;198;194;190;156;150;116;80;74;40;365,30.93905
10020,10011,4,382;217;253;286;282;278;274;240;204;198;194;160;154;120;84;48;42;38;365,34.894404
10020,10011,5,382;180;176;172;168;164;165;198;199;232;228;224;188;152;116;110;76;40;365,34.96034
10020,10011,6,382;180;176;172;168;164;165;198;162;158;154;120;84;78;44;8;2;3;365,34.966718
10020,10011,7,382;217;250;246;242;208;202;198;199;232;228;224;220;184;148;112;76;40;365,34.983016
10020,10011,8,382;217;250;246;242;238;204;198;199;235;268;264;260;226;188;152;116;80;74;40;365,38.989693
10020,10008,1,382;180;144;140;136;102;66;30;359,14.933441
10020,10008,2,382;214;210;174;138;102;66;30;359,14.960536
10020,10008,3,382;180;176;142;106;100;66;30;359,14.98168
10020,10008,4,382;180;144;108;72;68;64;30;359,14.99382
10020,10008,5,382;180;144;108;72;36;32;28;359,15.025595
10020,10008,6,382;214;178;142;106;70;34;28;359,15.066761
10020,10015,1,382;214;210;206;202;198;194;160;124;118;114;110;373,22.981197
10020,10015,2,382;214;210;206;202;198;194;190;186;182;148;112;373,23.028014
10020,10015,3,382;217;250;246;242;238;204;198;194;190;156;150;146;112;373,26.984848
10020,10015,4,382;180;176;172;168;164;165;198;162;158;154;150;146;112;373,27.012096
10020,10015,5,382;217;253;286;282;278;274;240;204;198;194;160;154;120;114;110;373,30.923324
10020,10015,6,382;180;176;172;168;164;165;198;199;232;228;224;188;152;116;110;373,30.990553
10020,10015,7,382;217;250;246;242;208;202;198;199;232;228;224;220;184;148;112;373,31.013229
10020,10015,8,382;217;250;246;242;238;204;198;199;235;268;264;260;226;188;152;116;110;373,35.017159
10020,10016,1,382;180;144;375,4.994843
10020,10009,1,382;180;144;108;104;70;34;361,13.006974
10020,10009,2,382;180;144;108;72;36;32;361,13.017857
10020,10009,3,382;214;178;142;106;70;34;361,13.059023
10020,10007,1,382;180;144;140;136;102;66;30;24;357,16.917068
10020,10007,2,382;180;176;172;138;132;98;62;26;357,16.990568
10020,10007,3,382;214;210;174;138;102;66;60;26;357,16.991238
10020,10007,4,382;214;210;174;168;134;98;62;26;357,17.023955
10020,10007,5,382;214;210;206;170;134;98;62;26;357,17.032846
10020,10007,6,382;214;178;142;106;70;34;28;24;357,17.050388
10020,10007,7,382;180;144;140;136;132;128;94;58;22;19;357,20.924643
10020,10007,8,382;180;176;172;168;164;130;94;58;22;19;357,20.946746
10003,10028,1,348;11;47;83;119;155;191;229;265;301;330;399,20.984826
10003,10028,2,348;11;47;83;119;155;191;229;260;261;297;399,21.004201
10003,10028,3,348;6;7;43;79;115;151;187;225;261;297;399,21.028759
10003,10028,4,348;11;42;38;39;75;111;147;183;221;257;293;327;399,24.979427
10003,10028,5,348;6;2;3;39;75;111;147;183;221;257;293;327;399,25.005951
10003,10028,6,348;9;15;51;87;118;114;115;151;187;225;261;297;399,25.046065
10003,10026,1,348;11;47;83;117;121;125;343;203;237;241;247;281;285;289;395,27.903187
10003,10026,2,348;11;47;83;119;153;157;343;201;207;243;277;281;287;321;395,27.984867
10003,10026,3,348;9;15;51;87;123;157;343;201;207;243;277;283;317;321;395,28.027812
10003,10026,4,348;9;13;17;53;89;125;343;201;205;211;245;249;253;289;395,28.049158
10003,10026,5,348;11;45;51;87;123;159;193;197;203;239;275;309;313;317;321;395,30.975469
10003,10026,6,348;11;45;49;53;89;125;343;166;163;167;171;177;215;251;287;321;395,31.97943
10003,10026,7,348;9;13;17;53;89;125;343;166;163;167;171;177;215;251;287;321;395,32.006543
10003,10026,8,348;9;15;51;85;89;125;161;197;166;130;127;131;135;139;143;179;217;253;289;395,38.973456
10003,10033,1,348;11;47;83;117;121;125;343;203;239;273;279;315;409,23.918244
10003,10033,2,348;11;45;49;53;89;125;343;203;237;243;279;315;409,23.96025
10003,10033,3,348;11;47;83;119;153;157;343;201;207;243;279;315;409,23.992149
10003,10033,4,348;9;15;51;87;123;157;343;203;239;275;311;335;409,23.993661
10003,10033,5,348;11;45;51;87;123;159;193;197;203;239;275;311;335;409,26.979122
10003,10033,6,348;9;15;51;85;89;125;161;197;203;239;275;311;335;409,27.0524
10003,10033,7,348;9;13;17;53;89;125;343;166;163;169;207;243;279;315;409,28.006655
10003,10033,8,348;9;13;17;53;89;125;343;201;205;211;247;283;319;338;409,28.073871
10003,10022,1,348;11;47;83;117;121;125;343;201;205;209;213;217;387,23.931921
10003,10022,2,348;11;47;83;119;153;157;343;201;207;241;245;249;387,24.012885
10003,10022,3,348;9;15;51;87;123;157;343;201;207;241;245;249;387,24.022616
10003,10022,4,348;9;13;17;53;89;125;343;201;205;211;245;249;387,24.052943
10003,10022,5,348;11;45;49;53;89;125;343;166;163;167;171;175;179;217;387,27.940434
10003,10022,6,348;9;13;17;53;89;125;343;166;163;167;171;177;215;249;387,28.019881
10003,10022,7,348;11;45;51;87;123;159;193;197;166;163;167;173;209;213;217;387,30.936851
10003,10022,8,348;9;15;51;85;89;125;161;197;166;130;127;131;135;139;143;179;217;387,34.977241
10003,10024,1,348;11;47;83;117;121;125;343;203;237;241;247;281;285;391,25.89774
10003,10024,2,348;11;47;83;119;153;157;343;201;207;243;277;281;285;391,25.977709
10003,10024,3,348;9;15;51;87;123;157;343;201;207;241;245;249;253;391,26.013384
10003,10024,4,348;9;13;17;53;89;125;343;201;205;211;245;249;253;391,26.043711
10003,10024,5,348;11;45;49;53;89;125;343;166;163;167;171;177;215;251;285;391,29.972272
10003,10024,6,348;9;13;17;53;89;125;343;166;163;167;171;177;215;249;253;391,30.010649
10003,10024,7,348;11;45;51;87;123;159;193;197;166;163;167;173;209;215;251;285;391,32.937748
10003,10024,8,348;9;15;51;85;89;125;161;197;166;130;127;131;135;139;143;179;217;253;391,36.968009
10003,10036,1,348;11;47;83;117;121;125;343;203;237;241;247;281;285;289;325;415,29.906099
10003,10036,2,348;11;47;83;119;153;157;343;201;207;243;277;281;287;321;325;415,29.987779
10003,10036,3,348;9;15;51;87;123;157;343;201;207;243;277;283;317;323;341;415,30.051875
10003,10036,4,348;9;13;17;53;89;125;343;201;205;211;247;283;319;339;341;415,30.078458
10003,10036,5,348;11;45;51;87;123;159;193;197;203;239;275;309;313;317;323;341;415,32.999532
10003,10036,6,348;9;15;51;85;89;125;161;197;201;205;211;247;283;319;339;341;415,33.114461
10003,10036,7,348;11;45;49;53;89;125;343;166;163;167;171;177;215;251;287;321;325;415,33.982342
10003,10036,8,348;9;13;17;53;89;125;343;166;163;167;171;177;215;251;287;323;341;415,34.030606
10003,10031,1,348;11;47;83;117;123;159;195;233;267;271;307;405,22.948791
10003,10031,2,348;11;47;83;119;155;191;229;265;299;305;333;405,22.991063
10003,10031,3,348;11;47;83;119;155;189;195;233;269;305;333;405,22.991702
10003,10031,4,348;9;15;51;87;123;159;195;233;269;303;307;405,22.994045
10003,10031,5,348;11;47;83;119;155;191;229;263;269;305;333;405,23.041314
10003,10031,6,348;9;15;51;87;123;157;161;199;235;271;307;405,23.046902
10003,10031,7,348;9;13;17;53;89;125;161;199;235;271;307;405,23.069638
10003,10031,8,348;6;7;43;79;115;151;187;225;259;265;301;331;333;405,26.995853
10003,10021,1,348;11;47;78;79;110;111;147;183;385,16.954597
10003,10021,2,348;11;42;38;39;75;111;147;183;385,16.964284
10003,10021,3,348;6;7;43;79;115;151;187;220;385,16.987399
10003,10021,4,348;6;2;3;39;75;111;147;183;385,16.990808
10003,10021,5,348;9;15;51;87;118;114;115;151;187;220;385,21.004705
