from_node_id,to_node_id,volume,travel_time
3718,3719,0.06,1.17
3718,3736,0.14,1.17
3718,6518,91.96,1.17
3719,3697,1.51,1.17
3719,3718,0.14,1.17
3719,6517,0.38,1.17
3720,3721,92.34,1.17
3720,6517,1.45,1.17
3720,6518,176.35,1.17
3721,3705,15.02,1.17
3721,3720,177.8,1.17
3721,11615,115.6738234,1.17
3722,3707,64.08,1.17
3722,3708,0.0,1.17
3722,3724,110.3507411,1.17
3723,3694,0.0,1.17
3723,3804,0.0,1.17
3723,4401,0.0,1.17
3724,3722,64.08,1.17
3724,3725,123.22,1.17
3724,3741,113.1207411,1.17
3724,11615,180.0061766,1.17
3725,3708,1.93,1.17
3725,3713,150.59,1.17
3725,3724,178.7861766,1.17
3725,11616,11.75,1.17
3726,3714,0.0,1.17
3726,3727,0.0,1.17
3726,3728,0.0,1.17
3727,3726,0.0,1.17
3727,3728,0.0,1.17
3727,3745,0.0,1.17
3728,3726,0.0,1.17
3728,3727,0.0,1.17
3728,3729,0.0,1.17
3729,3728,0.0,1.17
3729,3731,0.0,1.17
3729,3732,0.0,1.17
3730,3731,405.6684373,1.17
3730,3732,781.15,1.17
3730,3754,448.9915627,1.17
3731,3729,0.0,1.17
3731,3730,447.0502459,1.17
3731,12015,405.6684373,1.17
3732,3729,0.0,1.17
3732,3730,854.66,1.17
3732,3733,781.15,1.17
3733,3732,854.66,1.17
3733,3734,784.12,1.17
3733,3735,2.48,1.17
3734,1771,1779.86,1.17
3734,3715,482.54,1.17
3734,3717,792.72,1.17
3734,3733,857.14,1.17
3735,3733,2.97,1.17
3735,3736,2.53,1.17
3735,3754,0.11,1.17
3736,3718,0.06,1.17
3736,3735,3.08,1.17
3736,6519,2.51,1.17
3737,3738,38.52,1.17
3737,3758,26.82,1.17
3737,6519,2.98,1.17
3738,3737,29.76,1.17
3738,3739,3.58,1.17
3738,11615,34.94,1.17
3739,3738,3.54,1.17
3739,3740,3.58,1.17
3739,3760,0.0,1.17
3740,3739,3.54,1.17
3740,3741,3.58,1.17
3740,3761,0.0,1.17
3741,3724,62.23,1.17
3741,3740,3.54,1.17
3741,3762,115.1407411,1.17
3741,11616,4.64,1.17
3742,4010,0.0,1.17
3742,11123,99.27,1.17
3742,12561,150.43,1.17
3743,3744,35.44,1.17
3743,3825,74.07,1.17
3743,11616,9.63,1.17
3744,3743,66.11,1.17
3744,3764,31.03,1.17
3744,3827,4.41,1.17
3745,3727,0.0,1.17
3745,3746,0.0,1.17
3746,3745,0.0,1.17
3746,4007,216.86,1.17
3746,12015,373.0267546,1.17
3747,3832,175.0880983,1.17
3747,4466,524.6278703,1.17
3747,5070,381.0843675,1.17
3747,12606,274.59,1.17
3748,9201,1169.948928,1.17
3748,11268,643.2174628,1.17
3748,11271,20.96,1.17
3749,3750,0.0,1.17
3749,4009,188.8084373,1.17
3749,12015,74.02349133,1.17
3750,3749,0.0,1.17
3750,3751,0.0,1.17
3750,3752,0.0,1.17
3751,2471,0.0,1.17
3751,3750,0.0,1.17
3751,3752,0.0,1.17
3752,3750,0.0,1.17
3752,3751,0.0,1.17
3752,3753,0.0,1.17
3753,3752,0.0,1.17
3753,3754,0.0,1.17
3753,3755,0.0,1.17
3754,3730,334.0997541,1.17
3754,3735,0.05,1.17
3754,3753,0.0,1.17
3754,3755,449.1015627,1.17
3755,3753,0.0,1.17
3755,3754,334.1497541,1.17
3755,3757,449.1015627,1.17
3756,3757,34.91,1.17
3756,3758,74.78,1.17
3757,2471,484.0115627,1.17
3757,3755,334.1497541,1.17
3757,3756,74.78,1.17
3758,3737,36.05,1.17
3758,3756,34.91,1.17
3758,3759,64.18,1.17
3758,11617,22.94,1.17
3759,3758,31.03,1.17
3759,3760,64.18,1.17
3759,4000,0.0,1.17
3760,3739,0.0,1.17
3760,3759,31.03,1.17
3760,3761,64.18,1.17
3761,3740,0.0,1.17
3761,3760,31.03,1.17
3761,3762,64.18,1.17
3762,3043,115.1407411,1.17
3762,3741,63.26,1.17
3762,3761,31.03,1.17
3762,3763,64.18,1.17
3763,3762,31.03,1.17
3763,3764,64.18,1.17
3763,3765,0.0,1.17
3764,3744,64.18,1.17
3764,3763,31.03,1.17
3764,3766,0.0,1.17
3765,3763,0.0,1.17
3765,3766,33.53,1.17
3765,4004,11.05,1.17
3766,3764,0.0,1.17
3766,3765,11.05,1.17
3766,3828,33.53,1.17
3767,3558,53.91,1.17
3767,3613,0.0,1.17
3767,3768,265.0440623,1.17
3768,3767,53.91,1.17
3768,3769,45.42,1.17
3768,3773,219.6240623,1.17
3769,3768,5.72,1.17
3769,3770,0.0,1.17
3769,11589,45.42,1.17
3770,3769,0.0,1.17
3770,3771,563.84,1.17
3770,9156,788.9505683,1.17
3771,1908,116.5795775,1.17
3771,3559,686.7432058,1.17
3771,3770,788.9505683,1.17
3772,3614,203.1385341,1.17
3772,3773,236.514226,1.17
3772,3777,326.4420192,1.17
3773,3768,48.19,1.17
3773,3772,285.0225964,1.17
3773,3774,188.324226,1.17
3774,1905,739.6253613,1.17
3774,3773,65.39853411,1.17
3774,3775,24.82422602,1.17
3774,3777,432.5857475,1.17
3775,1905,2.71,1.17
3775,3774,20.7,1.17
3775,3776,27.76422602,1.17
3776,1908,144.4532058,1.17
3776,1924,168.9238035,1.17
3776,3775,23.41,1.17
3777,1919,591.9298098,1.17
3777,1921,167.0979568,1.17
3777,3772,185.93,1.17
3777,3774,576.1253613,1.17
3778,1924,186.33,1.17
3778,3789,230.0399552,1.17
3778,11592,434.85537,1.17
3779,11501,25.7,1.17
3779,12477,108.9737789,1.17
3779,12479,304.1035832,1.17
3780,3791,76.95907311,1.17
3780,11507,655.5060348,1.17
3780,12490,1213.283943,1.17
3780,12496,1539.85,1.17
3781,1919,585.9193695,1.17
3781,3643,141.5414659,1.17
3781,3782,315.1089939,1.17
3782,1918,141.9807819,1.17
3782,3653,292.7282121,1.17
3782,3781,491.5907331,1.17
3782,3783,0.0,1.17
3783,1918,488.1216795,1.17
3783,1926,467.4762723,1.17
3783,3782,0.0,1.17
3784,1918,81.52,1.17
3784,3805,97.48327784,1.17
3784,11594,80.17136362,1.17
3785,3786,112.67,1.17
3785,11591,16.14,1.17
3785,11594,58.05,1.17
3786,3785,41.65,1.17
3786,3787,68.68,1.17
3786,3788,339.8165932,1.17
3786,11591,220.27,1.17
3787,1924,220.9432058,1.17
3787,3786,38.24,1.17
3787,3789,168.2638035,1.17
3788,3786,223.68,1.17
3788,3789,61.8,1.17
3788,11508,278.0165932,1.17
3789,3778,52.98831872,1.17
3789,3787,152.2632058,1.17
3789,3788,13.35,1.17
3789,3790,460.1037587,1.17
3790,3789,218.6015245,1.17
3790,11508,325.9916112,1.17
3790,12507,390.1038287,1.17
3791,3780,183.1456261,1.17
3791,9749,76.95907311,1.17
3791,12493,89.88,1.17
3791,12495,205.0680118,1.17
3792,12583,665.2830888,1.17
3792,12585,1041.155178,1.17
3792,12597,482.662355,1.17
3793,3794,843.06486,1.17
3793,3797,2105.028776,1.17
3794,3793,50.46,1.17
3794,3796,857.9020146,1.17
3794,7084,669.5550013,1.17
3795,3796,53.28,1.17
3795,10118,2760.908359,1.17
3796,3794,140.16,1.17
3796,3795,541.7064564,1.17
3796,11529,621.1855581,1.17
3797,3798,1055.518776,1.17
3797,7145,1247.08,1.17
3798,3797,197.57,1.17
3798,3800,1877.755883,1.17
3798,11523,1922.365505,1.17
3799,3795,2272.481903,1.17
3799,3800,70.19,1.17
3800,3798,945.8456267,1.17
3800,3799,980.4485546,1.17
3800,11528,945.067328,1.17
3801,11523,1940.166985,1.17
3801,12536,1725.005505,1.17
3802,3710,0.0,1.17
3802,3803,2.77,1.17
3802,3808,2.18,1.17
3803,1930,145.7505818,1.17
3803,3802,2.18,1.17
3803,11593,153.41,1.17
3804,3723,0.0,1.17
3804,4420,556.8878405,1.17
3804,4464,0.0,1.17
3804,11126,877.3523534,1.17
3805,1931,256.25,1.17
3805,1936,351.5527362,1.17
3805,3784,36.28,1.17
3806,1935,256.58,1.17
3806,1945,322.9394584,1.17
3806,3813,0.0,1.17
3807,1941,72.06,1.17
3807,1945,284.6932284,1.17
3807,11508,316.95,1.17
3808,3711,0.0,1.17
3808,3802,2.77,1.17
3808,3809,0.0,1.17
3808,3816,2.18,1.17
3809,1930,432.6170513,1.17
3809,3808,0.0,1.17
3809,3810,11.9,1.17
3809,3818,449.7512427,1.17
3810,3809,1.98,1.17
3810,3811,100.7,1.17
3810,3812,34.56,1.17
3811,1936,124.93,1.17
3811,3810,35.94,1.17
3811,3813,103.411413,1.17
3812,3810,89.4,1.17
3812,3813,0.0,1.17
3812,11596,34.56,1.17
3813,3806,0.0,1.17
3813,3811,24.23,1.17
3813,3812,0.0,1.17
3813,3815,103.411413,1.17
3814,3840,1415.923257,1.17
3814,4033,0.0,1.17
3814,11129,1398.086396,1.17
3815,3813,24.23,1.17
3815,3824,198.701413,1.17
3815,11596,43.71,1.17
3816,3712,7.05,1.17
3816,3808,2.77,1.17
3816,3817,10.96,1.17
3817,3713,32.41617658,1.17
3817,3816,9.82,1.17
3817,3818,64.02,1.17
3818,3809,443.9170513,1.17
3818,3817,37.28617658,1.17
3818,3819,33.43,1.17
3818,11595,447.2750661,1.17
3819,3818,32.13,1.17
3819,3820,33.43,1.17
3819,3821,0.0,1.17
3820,3819,32.13,1.17
3820,3822,89.19,1.17
3820,11596,63.46,1.17
3821,3819,0.0,1.17
3821,3829,0.0,1.17
3821,11595,0.0,1.17
3822,3820,30.03,1.17
3822,3823,0.37,1.17
3822,3830,89.51,1.17
3823,1964,0.0,1.17
3823,3822,0.32,1.17
3823,3824,0.37,1.17
3824,1969,198.381413,1.17
3824,3815,67.94,1.17
3824,3823,0.32,1.17
3825,1963,128.03,1.17
3825,3713,327.78,1.17
3825,3743,38.73,1.17
3825,3826,362.1692589,1.17
3826,1963,215.4070513,1.17
3826,3825,291.42,1.17
3826,3827,274.6193831,1.17
3826,6409,405.4617168,1.17
3827,3744,1.93,1.17
3827,3826,234.5570513,1.17
3827,3828,279.0293831,1.17
3828,1992,267.9793831,1.17
3828,3766,11.05,1.17
3828,3827,236.4870513,1.17
3829,1963,281.3,1.17
3829,3821,0.0,1.17
3829,3830,294.1732251,1.17
3830,1968,151.95,1.17
3830,3822,30.4,1.17
3830,3829,281.3,1.17
3830,6409,231.0432251,1.17
3831,11533,154.47,1.17
3831,11534,162.4437945,1.17
3831,12612,173.7000476,1.17
3832,3747,52.44252167,1.17
3832,4496,1306.794495,1.17
3832,11130,1147.556257,1.17
3833,3838,924.5314491,1.17
3833,8929,553.1954014,1.17
3833,11020,1193.856917,1.17
3834,3835,340.2702789,1.17
3834,11789,1469.365184,1.17
3834,12677,159.74,1.17
3834,12836,117.8254442,1.17
3835,3834,1106.647452,1.17
3835,4597,1070.63,1.17
3835,9818,340.2702789,1.17
3835,11202,2016.41707,1.17
3836,3842,0.0,1.17
3836,3884,0.0,1.17
3836,6754,0.0,1.17
3837,3838,497.3011975,1.17
3837,8929,420.2489426,1.17
3837,11022,831.2405519,1.17
3838,2330,1087.347524,1.17
3838,3833,533.6809048,1.17
3838,3837,300.0551505,1.17
3838,9007,1085.062019,1.17
3839,8907,506.9052041,1.17
3839,9043,435.4723371,1.17
3839,9044,686.73,1.17
3839,9045,1784.117993,1.17
3840,3814,1398.086396,1.17
3840,4021,0.0,1.17
3840,12604,1415.923257,1.17
3841,9048,137.25,1.17
3841,9050,346.776738,1.17
3841,10995,128.82,1.17
3842,3836,0.0,1.17
3842,11137,1522.4383,1.17
3842,11138,1807.773471,1.17
3843,3851,1150.948587,1.17
3843,9050,1106.255513,1.17
3843,10995,251.8,1.17
3844,778,1076.82,1.17
3844,9013,1603.362275,1.17
3844,9926,3069.789307,1.17
3844,10995,71.87,1.17
3845,4593,564.8730766,1.17
3845,4594,1057.867805,1.17
3845,7423,680.4863184,1.17
3845,9817,1419.589786,1.17
3846,3413,2729.681696,1.17
3846,3847,605.33,1.17
3846,8903,1205.133588,1.17
3847,3407,873.45,1.17
3847,3846,0.0,1.17
3847,8903,1318.322414,1.17
3847,10990,1470.16,1.17
3848,3849,486.5513838,1.17
3848,3851,18.89,1.17
3848,3854,9263.549119,1.17
3849,3848,1696.0,1.17
3849,3850,66.92,1.17
3849,3851,752.7067908,1.17
3849,10947,2921.707676,1.17
3850,3849,1491.094842,1.17
3850,3851,127.7211565,1.17
3850,9664,6415.742384,1.17
3851,3843,867.7350833,1.17
3851,3848,0.0,1.17
3851,3849,944.0614509,1.17
3851,3850,238.47,1.17
3852,3850,7729.168382,1.17
3852,3853,242.56,1.17
3853,3852,132.63,1.17
3853,3855,1558.20424,1.17
3853,10952,1691.410106,1.17
3854,2422,9404.164296,1.17
3854,3855,327.6480855,1.17
3855,3853,1743.980106,1.17
3855,3854,468.2632622,1.17
3855,10999,1788.62424,1.17
3856,3864,53.98,1.17
3856,9079,76.40741524,1.17
3856,10999,71.46,1.17
3857,9045,628.210682,1.17
3857,10992,331.26,1.17
3857,10996,141.8039855,1.17
3858,4648,0.0,1.17
3858,11807,1206.511052,1.17
3858,11808,1702.748851,1.17
3858,11809,0.0,1.17
3859,3860,76.57552913,1.17
3859,3862,1893.309142,1.17
3859,9045,1265.462337,1.17
3859,10996,104.85,1.17
3860,3859,1.03,1.17
3860,8908,150.86,1.17
3860,10997,320.52,1.17
3861,9047,107.69,1.17
3861,10997,77.89,1.17
3861,11775,449.5101537,1.17
3862,3859,1217.452337,1.17
3862,3863,406.8224858,1.17
3862,8905,0.0,1.17
3862,12084,1676.319651,1.17
3863,3862,330.6802488,1.17
3863,10997,340.27,1.17
3863,11775,624.3924858,1.17
3864,3856,134.3574152,1.17
3864,9078,1988.471704,1.17
3864,10998,2080.780819,1.17
3864,11775,216.39,1.17
3865,3866,360.4245141,1.17
3865,8910,627.5404395,1.17
3865,12084,220.0281704,1.17
3866,3865,108.61,1.17
3866,5980,866.541478,1.17
3866,11774,882.0930361,1.17
3867,3868,0.0,1.17
3867,8928,134.32,1.17
3867,11026,297.0691172,1.17
3868,3867,0.0,1.17
3868,12164,150.3232399,1.17
3868,12165,336.2625549,1.17
3869,3870,0.0,1.17
3869,4935,522.4432477,1.17
3869,12165,754.7903352,1.17
3870,3869,0.0,1.17
3870,4935,281.8667601,1.17
3870,11023,674.7002403,1.17
3871,2937,530.8203033,1.17
3871,11811,161.7858124,1.17
3871,12595,984.4015033,1.17
3872,802,499.41,1.17
3872,8290,914.5149673,1.17
3872,9668,323.0148476,1.17
3872,10279,392.7856298,1.17
3872,12034,1717.899934,1.17
3873,3875,0.0,1.17
3873,4597,1298.329172,1.17
3873,11201,1070.63,1.17
3874,11011,546.9237584,1.17
3874,11012,1120.804912,1.17
3874,11013,2181.659627,1.17
3875,3716,0.0,1.17
3875,3873,0.0,1.17
3875,9815,0.0,1.17
3876,812,310.14,1.17
3876,8294,21.42,1.17
3876,8916,2060.392181,1.17
3876,11009,348.37,1.17
3876,12083,1296.129902,1.17
3877,8916,312.9338555,1.17
3877,11009,138.59,1.17
3877,11015,483.6357823,1.17
3877,11779,56.56421774,1.17
3878,6625,606.8194758,1.17
3878,11027,684.8253167,1.17
3878,12191,738.4377379,1.17
3879,2480,1534.804902,1.17
3879,11031,670.3662802,1.17
3879,12160,375.6617319,1.17
3880,12186,400.9602903,1.17
3880,12187,1239.469967,1.17
3880,12602,699.9600972,1.17
3881,3883,0.0,1.17
3881,5072,1.19,1.17
3881,11129,7.18,1.17
3882,11032,509.6246855,1.17
3882,11035,1007.817954,1.17
3882,11782,1621.383624,1.17
3882,11784,1324.840802,1.17
3883,3881,0.0,1.17
3883,4531,0.0,1.17
3883,11130,1069.298367,1.17
3883,12608,527.7819017,1.17
3884,3836,0.0,1.17
3884,4535,0.0,1.17
3884,11131,238.27,1.17
3884,11137,50.74,1.17
3885,4424,127.8613967,1.17
3885,6757,0.0,1.17
3885,11127,1805.665,1.17
3885,11132,1761.226555,1.17
3886,4959,937.6710064,1.17
3886,11153,1081.225525,1.17
3886,11785,444.3556823,1.17
3887,5858,0.0,1.17
3887,9018,2169.851009,1.17
3887,10941,2187.623277,1.17
3888,9020,2189.874244,1.17
3888,10942,647.3014684,1.17
3888,11306,2350.494935,1.17
3888,11342,413.0288861,1.17
3889,6757,0.0,1.17
3889,11133,1781.264049,1.17
3889,11138,1600.279537,1.17
3890,3891,300.4598881,1.17
3890,9064,1049.105,1.17
3890,10766,569.1720634,1.17
3891,3890,429.4198522,1.17
3891,3892,300.4598881,1.17
3891,10766,0.0,1.17
3892,3891,429.4198522,1.17
3892,8203,381.484767,1.17
3892,9065,117.88,1.17
3893,3896,0.0,1.17
3893,11134,23.69,1.17
3893,12615,447.5366533,1.17
3894,3895,333.0596807,1.17
3894,7713,399.5082065,1.17
3894,10958,48.12,1.17
3895,3894,224.2209047,1.17
3895,6877,431.9196807,1.17
3895,10962,171.64,1.17
3896,3893,357.4566533,1.17
3896,3899,677.1434578,1.17
3896,12616,664.1375924,1.17
3897,3898,1071.481901,1.17
3897,9113,1815.773904,1.17
3897,10962,340.12,1.17
3898,3897,1506.363904,1.17
3898,8264,1452.800086,1.17
3898,10962,522.8,1.17
3899,3896,1021.594246,1.17
3899,3902,313.9948707,1.17
3899,6697,363.148587,1.17
3900,747,1394.12,1.17
3900,9086,1477.062478,1.17
3900,9116,2120.675315,1.17
3900,10278,110.28,1.17
3900,10963,254.2381853,1.17
3901,9088,1870.635958,1.17
3901,9671,112.7332212,1.17
3901,10951,421.6785738,1.17
3901,10959,1665.78489,1.17
3902,3899,304.1886362,1.17
3902,10890,701.47866,1.17
3902,10896,458.6685546,1.17
3903,3906,0.0,1.17
3903,6474,0.0,1.17
3903,6480,1641.329398,1.17
3903,12843,1049.993044,1.17
3904,3905,117.84,1.17
3904,9124,192.051469,1.17
3904,10781,48.58,1.17
3904,12051,178.68,1.17
3905,3904,83.35898929,1.17
3905,9125,1603.676411,1.17
3905,10515,2092.89697,1.17
3906,3903,0.0,1.17
3906,6481,530.2993372,1.17
3906,11145,101.1349179,1.17
3907,10515,315.2633241,1.17
3907,10516,2043.616725,1.17
3907,12052,2099.859549,1.17
3908,5781,0.0,1.17
3908,6755,342.810151,1.17
3908,10026,2157.826652,1.17
3908,11141,2068.325085,1.17
3909,5122,1638.234479,1.17
3909,5153,0.0,1.17
3909,7552,0.0,1.17
3909,11135,802.3452135,1.17
3910,3911,2088.692558,1.17
3910,10967,106.4712954,1.17
3910,12040,2193.899969,1.17
3911,3910,2066.108789,1.17
3911,10972,438.5280922,1.17
3911,12039,2189.576067,1.17
3912,3913,845.192037,1.17
3912,4589,700.0931918,1.17
3912,6492,874.2345404,1.17
3912,10006,0.0,1.17
3913,3912,355.3594823,1.17
3913,4581,176.3701923,1.17
3913,7423,1115.948117,1.17
3913,10008,268.344804,1.17
3914,4581,230.0939822,1.17
3914,4582,406.3441735,1.17
3915,10973,238.0728485,1.17
3915,10977,492.03,1.17
3915,12089,1336.166588,1.17
3915,12090,1557.979213,1.17
3916,3631,0.0,1.17
3916,10854,914.9618879,1.17
3916,11098,797.2225933,1.17
3917,10974,3.9,1.17
3917,10978,139.0230177,1.17
3917,12090,1335.5755,1.17
3917,12093,1604.634093,1.17
3918,3626,130.1859462,1.17
3918,3919,157.01,1.17
3918,11091,408.65,1.17
3919,3631,1644.679107,1.17
3919,3918,152.37,1.17
3919,3920,510.482874,1.17
3919,11086,1521.844402,1.17
3920,3919,320.7378234,1.17
3920,7083,13.16,1.17
3920,11092,497.322874,1.17
3921,10789,1998.148281,1.17
3921,12097,1219.249816,1.17
3922,3923,2191.838041,1.17
3922,12044,1488.929135,1.17
3922,12098,1963.627823,1.17
3923,3921,1998.148281,1.17
3923,12094,720.2146507,1.17
3923,12097,768.888838,1.17
3924,2742,260.0560409,1.17
3924,3928,54.57863135,1.17
3924,4495,421.8423364,1.17
3925,3926,677.7390894,1.17
3925,10791,1329.635518,1.17
3925,12105,1343.834567,1.17
3926,2111,10046.23377,1.17
3927,10791,669.1945167,1.17
3927,12101,757.2749121,1.17
3927,12254,940.5183622,1.17
3928,3924,0.0,1.17
3928,11080,1180.183221,1.17
3928,12232,1147.66136,1.17
3929,8247,3024.490165,1.17
3929,10785,865.3079106,1.17
3929,10791,566.9193552,1.17
3929,12107,1804.04728,1.17
3930,10797,243.630765,1.17
3930,10798,860.90278,1.17
3930,12314,1351.218057,1.17
3931,8941,541.5397201,1.17
3931,10805,687.1970624,1.17
3931,10811,169.93,1.17
3931,12318,1222.000077,1.17
3932,11071,1218.047792,1.17
3932,11072,1557.977831,1.17
3932,11078,637.2392581,1.17
3933,10983,143.5252468,1.17
3933,12243,635.609005,1.17
3933,12244,1659.23093,1.17
3934,2335,671.210896,1.17
3934,3935,1055.708685,1.17
3935,3934,671.210896,1.17
3935,11064,835.0193342,1.17
3935,11065,2296.616949,1.17
3936,6350,1186.530591,1.17
3936,9775,1690.764373,1.17
3936,9778,24.77,1.17
3937,10982,895.0900999,1.17
3937,12239,1219.249371,1.17
3938,10986,1805.08,1.17
3938,12239,3479.40312,1.17
3938,12307,3531.794557,1.17
3939,983,254.66,1.17
3939,9776,440.8660917,1.17
3939,9778,44.1,1.17
3939,9780,352.9734333,1.17
3939,9782,359.6906636,1.17
3940,6362,1285.703705,1.17
3940,9780,165.9314049,1.17
3940,9888,397.5156479,1.17
3940,10282,980.0384581,1.17
3941,9766,792.6082266,1.17
3941,11061,718.7379847,1.17
3941,11062,158.0857063,1.17
3942,9036,0.5,1.17
3942,9038,0.09,1.17
3942,10499,0.0,1.17
3943,3944,139.5645007,1.17
3943,4478,486.1844828,1.17
3943,11047,714.2498756,1.17
3944,3943,0.0,1.17
3944,3950,443.0384125,1.17
3944,11048,427.5510828,1.17
3944,11054,119.75,1.17
3945,9103,406.834529,1.17
3945,9106,127.44,1.17
3945,10503,65.03,1.17
3946,8315,557.1956513,1.17
3946,9102,220.57,1.17
3946,10503,864.7754819,1.17
3947,9034,33.11,1.17
3947,9040,112.8,1.17
3947,10500,53.93,1.17
3948,8456,103.1632858,1.17
3948,9145,1230.638951,1.17
3948,10513,1462.365247,1.17
3949,3953,0.0,1.17
3949,8456,0.0,1.17
3949,8794,0.0,1.17
3949,10514,10.21,1.17
3950,3944,0.0,1.17
3950,3956,0.0,1.17
3950,11049,3646.617056,1.17
3950,11055,3364.302993,1.17
3951,3952,0.0,1.17
3951,12029,71.58,1.17
3951,12031,52.48,1.17
3952,3951,0.0,1.17
3952,8794,0.0,1.17
3952,12030,852.8652266,1.17
3952,12031,673.9523215,1.17
3953,3949,0.0,1.17
3953,3954,0.0,1.17
3953,12032,7.89331197,1.17
3954,3953,7.89331197,1.17
3954,3955,0.0,1.17
3954,12070,16.53,1.17
3954,12072,0.0,1.17
3955,3954,0.0,1.17
3955,10520,1952.757025,1.17
3955,12070,2091.311154,1.17
3956,3950,0.0,1.17
3956,11056,3223.028944,1.17
3956,12355,2250.254815,1.17
3957,10518,207.1,1.17
3957,10524,376.791985,1.17
3957,12061,2142.657512,1.17
3957,12064,1609.730232,1.17
3958,8883,468.8204475,1.17
3958,10519,145.4071675,1.17
3958,12064,161.63,1.17
3959,3963,1353.163209,1.17
3959,3966,1014.840279,1.17
3959,11072,2145.010272,1.17
3960,3961,120.3271675,1.17
3960,10519,410.5704475,1.17
3960,12067,292.37,1.17
3960,12069,299.8,1.17
3961,3960,405.9704475,1.17
3961,10520,1079.758561,1.17
3961,12071,884.9694319,1.17
3962,3965,302.2817888,1.17
3962,10323,107.57,1.17
3962,12072,473.2279758,1.17
3962,12075,65.51,1.17
3963,3959,999.7888504,1.17
3963,3966,1224.704927,1.17
3963,4493,534.7514185,1.17
3963,11073,2417.87498,1.17
3964,10323,0.0,1.17
3964,12073,934.8980894,1.17
3964,12082,372.9798721,1.17
3965,3962,384.2179758,1.17
3965,10520,2425.769973,1.17
3965,12076,1717.49655,1.17
3966,3959,1145.221421,1.17
3966,3963,1599.46319,1.17
3966,3971,3766.212402,1.17
3966,12438,3416.923425,1.17
3967,3308,7964.613565,1.17
3967,3971,843.2025026,1.17
3967,3980,1928.137394,1.17
3968,8440,2200.568557,1.17
3968,10522,120.9080839,1.17
3968,10528,532.8791155,1.17
3968,12117,1980.071272,1.17
3969,3973,508.52,1.17
3969,8410,2489.831056,1.17
3969,10523,867.2411955,1.17
3969,12120,1452.018848,1.17
3970,3975,90.91,1.17
3970,8472,2009.865691,1.17
3970,10524,383.1236804,1.17
3970,12129,1927.158138,1.17
3971,3966,3663.446317,1.17
3971,3967,1341.620759,1.17
3971,3974,676.0048362,1.17
3971,3980,1748.586806,1.17
3972,10528,451.7704538,1.17
3972,12264,2506.084479,1.17
3972,12266,1733.781127,1.17
3973,3969,505.2568459,1.17
3973,7475,279.4823842,1.17
3973,12267,873.2164226,1.17
3974,3971,1882.384349,1.17
3974,3980,371.1086586,1.17
3974,12236,9197.853888,1.17
3975,3970,45.2,1.17
3975,3976,0.0,1.17
3975,10530,226.0365423,1.17
3975,12282,127.15,1.17
3976,3975,0.0,1.17
3976,12275,1422.198701,1.17
3976,12280,937.323604,1.17
3977,3978,0.0,1.17
3977,10536,1042.84934,1.17
3977,12278,966.082089,1.17
3978,3977,0.0,1.17
3978,3979,104.0594288,1.17
3978,8477,2071.664007,1.17
3978,12333,1466.822354,1.17
3979,2745,2006.782977,1.17
3979,3978,38.2,1.17
3979,10542,173.0094288,1.17
3979,12332,2106.950112,1.17
3980,3967,216.19,1.17
3980,3971,937.8594649,1.17
3980,3974,1520.082458,1.17
3980,4475,4047.832858,1.17
3981,8487,350.6275654,1.17
3981,10540,110.05,1.17
3981,12327,746.9661222,1.17
3982,3991,337.5808278,1.17
3982,3993,942.3446515,1.17
3982,11102,1024.658091,1.17
3983,5280,643.5949057,1.17
3983,5292,303.4990962,1.17
3983,10550,740.367184,1.17
3983,10556,550.7285305,1.17
3984,3986,87.74180105,1.17
3984,5077,2728.288242,1.17
3984,5363,1675.96595,1.17
3985,8457,607.81,1.17
3985,9142,284.7555002,1.17
3985,10512,395.7405506,1.17
3985,12063,288.8602983,1.17
3986,3984,383.5133647,1.17
3986,5363,1287.545013,1.17
3986,5371,996.102089,1.17
3986,10333,297.9310354,1.17
3987,3988,164.5491541,1.17
3987,3989,0.0,1.17
3987,12265,468.9423168,1.17
3988,3987,468.9423168,1.17
3988,8885,1178.604891,1.17
3988,12328,976.3676824,1.17
3989,3987,31.15915408,1.17
3989,12265,606.2352592,1.17
3989,12266,363.8832577,1.17
3990,9989,2011.342423,1.17
3990,10010,1670.574972,1.17
3990,12561,0.0,1.17
3991,3317,2981.253349,1.17
3991,3982,631.2858043,1.17
3991,3993,1326.305785,1.17
3991,7080,3146.233563,1.17
3992,1951,0.0,1.17
3992,5038,0.0,1.17
3993,3982,393.3722871,1.17
3993,3991,152.6930265,1.17
3993,3994,2268.650437,1.17
3994,3993,546.0653136,1.17
3994,3995,1632.63479,1.17
3994,3998,636.0156465,1.17
3995,7082,5731.48751,1.17
3996,1811,304.3087237,1.17
3996,1816,233.9806728,1.17
3996,10310,58.05,1.17
3996,10312,30.26,1.17
3997,12488,5152.831772,1.17
3998,3994,546.0653136,1.17
3998,3997,160.92,1.17
3998,11097,636.0156465,1.17
3999,4012,0.0,1.17
3999,4032,0.0,1.17
3999,12598,0.0,1.17
4000,3759,0.0,1.17
4000,4001,151.7345181,1.17
4000,11617,111.1326323,1.17
4001,3043,151.7345181,1.17
4001,4000,111.1326323,1.17
4001,4015,0.0,1.17
4002,3043,91.64,1.17
4002,4006,246.3152592,1.17
4002,11618,20.56,1.17
4003,3641,2043.889463,1.17
4003,4010,0.0,1.17
4003,11200,1480.845638,1.17
4004,3765,33.53,1.17
